NYSE Stock Exchange
"Wednesday, August 20, 2014 5:32 PM"

Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
Nationstar Mortgage Holdings,NSM,32.59,32.89,31.62,32.11,-0.66,-2.01,"197,264",57.95,24.50,...,...,23.61,-13.12
Natural Gas Services Group,NGS,29.00,29.10,28.76,28.97,-0.19,-0.65,"34,653",34.96,24.70,...,...,28.13,5.08
Natural Grocers by Vitamin Cottage,NGVC,18.47,18.53,18.34,18.42,-0.13,-0.70,"64,072",44.60,18.11,...,...,32.89,-56.61
Natural Resource Partners,NRP,16.19,16.40,16.15,16.36,0.12,0.74,"188,663",21.57,12.78,1.40,8.56,12.49,-17.95
Natuzzi ADS,NTZ,2.36,2.36,2.23,2.30,-0.10,-4.17,"2,659",3.22,1.70,...,...,...,-11.20
Nautilus,NLS,12.13,12.15,11.86,11.90,-0.25,-2.06,"98,089",12.43,6.16,...,...,23.42,41.16
Navigant Consulting,NCI,16.48,16.55,16.23,16.38,-0.14,-0.85,"169,996",19.78,13.54,...,...,...,-14.69
Navigator Holdings,NVGS,29.31,29.63,29.15,29.35,0.09,0.31,"120,809",30.46,16.00,...,...,26.93,8.95
Navios Maritime Acquisition,NNA,3.42,3.52,3.37,3.44,-0.01,-0.29,"228,705",4.95,2.98,0.20,5.81,...,-21.82
Navios Maritime Holdings,NM,9.12,9.25,9.03,9.17,0.02,0.22,"873,774",12.12,6.06,0.24,2.62,...,-17.83
Navios Maritime Partners,NMM,20.25,20.37,20.11,20.33,-0.03,-0.15,"161,036",20.43,13.93,1.77,8.71,21.86,6.33
Navistar International,NAV,38.28,39.26,38.05,39.03,0.74,1.93,"967,185",41.57,29.08,...,...,...,2.20
NCI Building Systems,NCS,19.34,19.34,19.07,19.25,-0.18,-0.93,"99,876",20.14,11.22,...,...,...,9.75
NCR,NCR,33.18,33.63,33.05,33.58,0.29,0.87,"1,458,644",41.63,28.64,...,...,12.72,-1.41
Neenah Paper,NP,55.12,55.16,54.37,54.44,-0.81,-1.47,"31,963",55.72,36.04,1.08,1.98,17.17,27.29
Nelnet Cl A,NNI,44.83,45.18,44.76,45.01,-0.01,-0.02,"79,195",45.60,34.86,0.40,0.89,7.42,6.81
NeoPhotonics,NPTN,2.96,3.01,2.84,2.86,-0.15,-4.98,"142,838",8.50,2.20,...,...,...,-59.49
NetSuite,N,84.11,84.59,83.16,84.04,-0.36,-0.43,"370,199",120.77,69.48,...,...,...,-18.42
NeuStar Cl A,NSR,28.84,28.84,28.54,28.72,-0.17,-0.59,"634,020",53.96,23.82,...,...,11.53,-42.40
Newcastle Investment,NCT,13.70,13.90,13.65,13.88,0.18,1.31,"2,432,299",17.91,12.99,...,...,16.52,-19.40
Newell Rubbermaid,NWL,33.44,33.55,33.33,33.48,...,...,"909,287",33.81,24.32,0.68,2.03,21.85,3.30
Newfield Exploration,NFX,41.98,41.98,41.51,41.71,-0.28,-0.67,"1,356,717",45.43,22.71,...,...,19.86,69.35
New Home,NWHM,14.25,14.29,13.69,13.78,-0.39,-2.75,"53,248",15.93,11.26,...,...,...,12.95
New Jersey Resources,NJR,51.95,52.12,51.63,52.01,-0.04,-0.08,"134,611",57.79,41.44,1.68,3.23,14.99,12.48
NewMarket,NEU,408.42,409.94,405.16,408.60,-0.76,-0.19,"18,922",409.94,272.15,4.40,1.08,22.65,22.28
New Media Investment Group,NEWM,16.69,16.70,16.24,16.35,-0.42,-2.50,"280,175",17.13,10.35,...,...,...,55.71
Newmont Mining,NEM,26.77,26.95,26.61,26.73,-0.10,-0.37,"3,932,316",34.27,20.79,0.10,0.37,...,16.07
New Oriental Education&Technology Group ADS,EDU,22.25,22.29,22.03,22.27,0.02,0.09,"1,196,267",34.50,18.74,...,...,15.94,-29.30
Newpark Resources,NR,12.70,12.70,12.41,12.52,-0.22,-1.73,"500,439",13.64,10.43,...,...,16.11,1.87
New Residential Investment,NRZ,6.28,6.30,6.24,6.27,-0.04,-0.63,"966,080",7.02,5.79,0.70,11.16,5.18,-6.14
New Source Energy Partners,NSLP,26.75,26.97,26.31,26.56,...,...,"58,031",28.13,19.79,2.34,8.81,...,13.65
New York,NWY,3.19,3.22,3.14,3.16,-0.06,-1.86,"61,286",5.97,2.93,...,...,203.87,-27.69
New York Community Bancorp,NYCB,15.74,15.78,15.63,15.72,-0.01,-0.06,"2,347,905",17.39,13.75,1.00,6.36,14.83,-6.71
New York REIT,NYRT,10.32,10.60,9.87,10.46,0.11,1.06,"2,024,889",12.32,9.51,0.46,4.40,...,-2.70
New York Times Cl A,NYT,12.25,12.33,12.20,12.29,...,...,"425,876",17.37,10.90,0.16,1.30,73.90,-22.56
NextEra Energy,NEE,97.22,97.84,96.99,97.74,0.42,0.43,"1,010,392",102.51,78.81,2.90,2.97,21.78,14.16
NextEra Energy Corporate Un,NEEO,62.39,62.39,62.30,62.30,-0.01,-0.02,"16,858",65.00,54.04,2.94,4.73,...,10.01
NextEra Energy Equity Un,NEEP,55.45,55.45,55.33,55.34,0.34,0.62,"150,312",57.93,47.49,2.90,5.24,...,10.31
NextEra Energy Partners,NEP,33.76,33.76,33.40,33.63,0.01,0.03,"39,438",36.90,31.32,...,...,...,5.09
NGL Energy Partners LP,NGL,42.08,43.56,41.62,43.31,1.00,2.36,"249,020",46.25,29.00,2.35,5.44,759.82,25.54
Nidec ADS,NJ,15.92,15.95,15.84,15.90,-0.11,-0.69,"25,032",16.89,9.31,...,...,38.39,28.69
Nielsen,NLSN,48.19,48.94,47.99,48.87,0.76,1.58,"1,111,300",49.61,33.28,1.00,2.05,44.12,6.49
Nike Cl B,NKE,78.19,79.08,78.19,78.91,0.40,0.51,"1,970,762",80.26,62.60,0.96,1.22,25.79,0.34
Nimble Storage,NMBL,28.47,29.10,28.17,29.09,0.23,0.80,"594,291",58.00,19.17,...,...,...,-35.78
Nippon Telegraph&Telephone ADS,NTT,33.48,33.61,33.47,33.50,0.38,1.15,"340,192",34.08,24.77,...,...,13.48,23.89
Niska Gas Storage Partners,NKA,14.43,14.68,14.36,14.51,-0.04,-0.27,"71,916",17.00,11.30,1.40,9.65,...,-1.69
NiSource,NI,38.99,39.05,38.78,38.92,-0.04,-0.10,"1,362,158",39.70,28.85,1.04,2.67,22.39,18.37
NL Industries,NL,8.80,8.83,8.70,8.74,-0.06,-0.68,"8,614",12.54,8.35,0.50,5.72,...,-21.82
Noah Holdings ADS,NOAH,16.10,16.10,14.30,14.44,-1.84,-11.30,"1,607,042",25.51,12.02,0.14,0.97,13.57,-19.78
Noble,NE,27.80,27.97,27.50,27.96,0.11,0.39,"2,949,723",40.66,26.04,1.50,5.36,7.60,-25.38
Noble Energy,NBL,70.09,70.30,69.43,69.91,-0.34,-0.48,"1,664,177",79.63,60.14,0.72,1.03,34.81,2.64
Nokia ADS,NOK,8.10,8.25,8.09,8.13,0.11,1.37,"42,657,165",8.35,3.87,0.35,4.37,10.02,0.25
Nomura Holdings ADS,NMR,6.19,6.19,6.15,6.19,-0.04,-0.64,"381,984",8.21,5.82,...,...,13.86,-20.33
Noranda Aluminum Holding,NOR,4.75,4.78,4.05,4.19,-0.58,-12.16,"2,258,332",5.08,2.21,0.04,0.95,...,27.36
Norcraft Cos.,NCFT,15.70,15.70,15.27,15.35,-0.28,-1.79,"13,839",19.82,13.09,...,...,...,-21.76
Nord Anglia Education,NORD,19.45,19.60,19.27,19.50,0.03,0.15,"57,583",22.44,16.39,...,...,...,8.33
Nordic American Offshore,NAO,18.79,18.79,18.48,18.53,-0.14,-0.75,"206,851",20.80,14.00,1.80,9.71,...,21.51
Nordic American Tankers,NAT,9.17,9.26,9.00,9.21,0.01,0.11,"1,010,191",12.61,7.59,0.48,5.21,...,-5.05
Nordstrom,JWN,67.47,68.60,67.18,68.39,0.92,1.36,"1,394,439",70.71,54.90,1.32,1.93,18.00,10.66
Norfolk Southern,NSC,106.11,106.92,105.98,106.36,0.28,0.26,"2,109,346",108.84,71.86,2.28,2.14,17.15,14.58
Nortel Inversora ADS,NTL,21.29,21.29,19.70,20.40,-1.03,-4.81,"1,586",26.37,15.68,0.68,3.35,71.98,2.51
North American Energy Partners,NOA,6.68,6.70,6.61,6.63,-0.04,-0.60,"15,390",8.50,4.90,0.07,1.11,...,14.11
North Atlantic Drilling,NADL,10.00,10.12,9.93,10.09,0.12,1.20,"465,426",11.50,8.01,0.96,9.51,11.53,18.15
Northeast Utilities,NU,44.70,45.11,44.64,45.09,0.35,0.78,"1,800,905",47.60,40.01,1.57,3.48,19.03,6.37
Northern Tier Energy,NTI,25.61,25.89,25.36,25.81,0.14,0.55,"198,521",29.60,17.83,2.12,8.21,13.51,4.92
North European Oil Royalty Trust,NRT,21.70,21.97,21.70,21.97,0.16,0.73,"8,375",24.95,18.44,1.84,8.38,10.36,9.96
Northrop Grumman,NOC,127.02,128.39,126.76,128.17,1.16,0.91,"932,602",128.46,91.97,2.80,2.18,13.58,11.83
NorthStar Asset Management Group,NSAM,18.25,18.46,18.10,18.42,0.06,0.33,"1,228,087",20.16,17.62,...,...,...,-2.02
Northstar Realty Finance,NRF,18.10,18.26,18.10,18.11,...,...,"1,868,837",35.86,15.95,...,...,...,-32.68
NorthWestern,NWE,47.96,48.06,47.59,47.95,-0.13,-0.27,"123,785",52.70,39.68,1.60,3.34,19.57,10.69
Northwest Natural Gas,NWN,44.72,44.81,44.42,44.69,-0.07,-0.16,"56,657",47.50,39.96,1.84,4.12,20.31,4.37
Novartis ADS,NVS,88.45,88.95,88.34,88.60,-0.03,-0.03,"494,096",91.66,72.24,2.76,3.11,21.62,10.23
Novo Nordisk ADS,NVO,45.34,45.74,45.25,45.69,0.45,0.99,"858,137",48.42,32.20,0.83,1.82,25.60,23.65
NOW Inc.,DNOW,32.50,32.67,32.10,32.48,-0.14,-0.43,"776,965",37.65,28.00,...,...,...,6.84
NQ Mobile ADS,NQ,6.98,7.18,6.61,6.83,0.13,1.94,"4,288,553",25.90,3.45,...,...,...,-53.54
NRG Energy,NRG,29.62,29.87,29.39,29.76,0.13,0.44,"2,540,185",38.09,25.69,0.56,1.88,...,3.62
NRG Yield,NYLD,53.78,54.87,53.66,54.65,0.77,1.43,"232,839",55.15,27.25,1.46,2.67,54.99,36.59
NTT DoCoMo ADS,DCM,17.60,17.63,17.56,17.59,-0.02,-0.11,"46,561",18.10,15.02,...,...,16.56,6.54
Nucor,NUE,53.90,54.39,53.75,54.07,0.07,0.13,"1,180,358",54.73,45.32,1.48,2.74,30.04,1.29
Nu Skin Enterprises Cl A,NUS,49.08,49.83,48.94,49.21,-0.37,-0.75,"1,222,728",140.50,43.50,1.38,2.80,9.05,-64.40
NuSTAR Energy,NS,65.09,65.25,64.90,64.99,-0.10,-0.15,"191,944",68.33,36.15,4.38,6.74,...,27.46
NuSTAR GP Holdings,NSH,42.90,43.75,42.66,43.30,0.40,0.93,"199,988",45.52,19.34,2.18,5.03,...,54.15
Nuverra Environmental Solutions,NES,13.30,13.45,13.04,13.29,-0.05,-0.37,"436,234",27.40,12.92,...,...,...,-20.85
NVR,NVR,1170.00,1183.00,1155.33,1180.66,-2.84,-0.24,"21,642",1220.95,830.00,...,...,19.41,15.07
Oaktree Capital Group,OAK,49.58,50.19,49.56,49.95,0.40,0.81,"158,708",62.30,47.36,2.20,4.40,10.34,-15.11
Oasis Petroleum,OAS,47.52,47.71,46.65,47.62,0.01,0.02,"881,724",58.09,37.86,...,...,14.61,1.38
Occidental Petroleum,OXY,101.36,101.90,100.92,101.74,-0.06,-0.06,"1,893,152",105.64,84.91,2.88,2.83,13.42,6.98
Oceaneering International,OII,68.73,68.73,67.85,68.51,-0.17,-0.25,"708,487",87.64,66.00,1.08,1.58,18.57,-13.15
Och-Ziff Capital Management,OZM,13.08,13.20,12.87,13.05,-0.02,-0.15,"597,858",16.00,10.16,0.68,5.21,8.09,-11.82
OCI Partners,OCIP,19.21,19.71,19.08,19.54,0.46,2.41,"60,058",28.73,16.08,1.92,9.83,...,-29.20
OCI Resources,OCIR,23.57,23.93,23.56,23.62,-0.04,-0.17,"5,183",26.19,17.76,2.00,8.47,13.95,15.28
Ocwen Financial,OCN,26.51,26.57,26.10,26.36,-0.24,-0.90,"1,600,912",60.18,24.87,...,...,11.66,-52.46
Office Depot,ODP,5.22,5.23,5.13,5.18,-0.05,-0.96,"3,739,493",5.85,3.84,...,...,...,-2.08
OFG Bancorp,OFG,15.98,16.16,15.77,16.11,0.09,0.56,"398,659",19.10,14.05,0.32,1.99,10.33,-7.09
OGE Energy,OGE,36.41,36.76,36.40,36.72,0.26,0.71,"877,229",40.00,32.85,0.90,2.45,17.24,8.32
Oi ADS (Ordinary Shares),OIBRC,0.55,0.55,0.53,0.55,...,0.57,"948,794",2.44,0.53,0.14,25.33,...,-66.43
Oil-Dri of America,ODC,30.20,30.32,29.76,30.00,-0.77,-2.50,"11,892",41.74,28.71,0.80,2.67,16.68,-20.72
Oil States International,OIS,62.37,62.80,61.92,62.70,0.28,0.45,"343,888",65.77,50.39,...,...,15.50,7.89
Oiltanking Partners,OILT,48.78,50.51,48.78,49.86,0.81,1.65,"44,249",51.92,23.77,1.04,2.09,36.68,60.66
Old Republic International,ORI,14.87,14.99,14.81,14.94,0.04,0.27,"877,337",17.45,13.74,0.73,4.89,8.39,-13.49
Olin,OLN,27.11,27.45,27.03,27.35,0.17,0.63,"566,112",29.52,21.79,0.80,2.93,13.54,-5.20
Omega Healthcare Investors,OHI,38.28,38.72,38.06,38.68,0.47,1.23,"927,118",39.31,27.37,2.04,5.27,25.28,29.80
Omega Protein,OME,13.37,13.89,13.37,13.82,0.31,2.29,"143,191",15.27,8.87,...,...,7.47,12.45
OM Group,OMG,25.84,25.90,25.58,25.70,-0.28,-1.10,"93,824",37.58,24.08,0.30,1.17,20.69,-29.41
Omnicare,OCR,63.53,64.17,63.21,64.07,0.48,0.75,"623,970",67.49,52.26,0.80,1.25,...,6.15
Omnicom Group,OMC,71.75,72.29,71.58,72.03,0.33,0.46,"747,578",76.87,59.70,2.00,2.78,18.47,-3.15
OMNOVA Solutions,OMN,8.42,8.46,8.26,8.32,-0.19,-2.23,"48,432",11.03,7.53,...,...,17.90,-8.67
On Assignment,ASGN,30.57,30.59,29.70,29.86,-0.89,-2.89,"645,062",39.86,26.23,...,...,22.75,-14.49
OneBeacon Insurance Group Cl A,OB,16.27,16.27,16.01,16.17,-0.13,-0.80,"89,806",16.58,13.35,0.84,5.19,14.62,2.21
ONE Gas,OGS,36.90,37.16,36.44,37.12,0.13,0.35,"145,867",38.91,31.94,1.12,3.02,...,12.15
One Liberty Properties,OLP,21.56,21.56,21.33,21.39,-0.18,-0.83,"14,322",23.32,19.60,1.48,6.92,23.45,6.26
ONEOK,OKE,67.25,67.89,67.05,67.75,0.55,0.82,"1,098,974",68.46,43.94,2.30,3.39,45.78,24.46
ONEOK Partners,OKS,56.90,57.34,56.59,57.32,0.54,0.95,"378,695",59.11,48.52,3.04,5.30,21.55,8.87
Opko Health,OPK,8.96,9.01,8.82,8.88,-0.18,-1.99,"3,577,058",12.95,7.32,...,...,...,5.21
Opower,OPWR,16.30,16.34,16.06,16.30,-0.09,-0.55,"96,726",26.00,15.03,...,...,...,-29.13
Oppenheimer Holdings,OPY,23.28,23.50,23.07,23.14,-0.34,-1.45,"10,644",29.91,16.51,0.44,1.90,15.43,-6.62
Oracle,ORCL,41.58,41.58,41.09,41.25,-0.16,-0.39,"9,588,436",43.19,31.56,0.48,1.16,17.05,7.81
Orange ADS,ORAN,14.77,14.92,14.73,14.89,-0.10,-0.67,"370,368",17.43,10.00,0.53,3.59,18.56,20.57
Orbital Sciences,ORB,26.63,26.63,26.16,26.41,-0.33,-1.23,"173,136",34.16,17.26,...,...,25.39,13.35
Orbitz Worldwide,OWW,8.71,8.71,8.56,8.60,-0.13,-1.49,"994,807",10.70,6.40,...,...,47.78,19.78
Orion Engineered Carbons,OEC,17.87,17.87,17.19,17.20,0.01,0.06,"209,002",18.37,15.87,...,...,...,-3.10
Orion Marine Group,ORN,10.38,10.43,10.25,10.31,-0.14,-1.34,"62,882",13.77,9.20,...,...,...,-14.30
Orix ADS,IX,76.11,76.26,75.91,76.26,-1.67,-2.14,"8,110",92.35,65.25,...,...,9.59,-14.41
Ormat Technologies,ORA,27.07,27.19,26.74,27.08,-0.03,-0.11,"43,699",30.46,23.95,0.20,0.74,23.75,-0.48
Oshkosh,OSK,48.66,49.34,48.59,49.14,0.46,0.94,"573,044",60.45,44.33,0.60,1.22,15.65,-2.46
Owens Corning,OC,35.97,36.12,35.35,35.76,-0.33,-0.91,"1,164,746",46.64,33.71,0.64,1.79,15.35,-12.18
Owens-Illinois,OI,31.17,31.17,30.69,30.86,-0.31,-0.99,"709,244",35.95,28.29,...,...,25.38,-13.75
Owens&Minor,OMI,34.04,34.19,33.88,34.16,...,...,"256,443",38.55,31.71,1.00,2.93,21.22,-6.56
Oxford Industries,OXM,62.54,62.81,61.12,61.46,-1.32,-2.10,"61,831",82.84,58.21,0.84,1.37,21.72,-23.81
Oxford Resource Partners,OXF,1.01,1.03,0.96,1.00,-0.01,-0.99,"7,362",2.40,0.72,0.80,80.00,...,-18.70
Pacific Coast Oil Trust,ROYT,10.04,10.25,10.01,10.24,0.24,2.40,"197,431",18.49,9.61,1.59,15.51,5.88,-19.24
Pacific Drilling,PACD,9.89,9.92,9.82,9.89,0.02,0.20,"205,462",12.25,9.23,...,...,16.76,-13.70
Packaging of America,PKG,66.15,66.32,65.52,65.70,-0.42,-0.64,"1,027,887",75.10,51.85,1.60,2.44,12.76,3.82
Pall,PLL,81.60,82.28,81.49,81.79,0.27,0.33,"673,532",91.83,68.43,1.10,1.34,27.63,-4.17
Palo Alto Networks,PANW,84.72,85.39,84.22,84.97,-0.42,-0.49,"546,069",87.79,40.36,...,...,...,47.85
Pampa Energia ADS,PAM,9.46,9.52,9.20,9.30,-0.24,-2.52,"143,220",11.58,3.52,...,...,...,77.48
Pandora Media,P,27.57,27.64,27.09,27.35,-0.47,-1.69,"4,754,095",40.44,18.02,...,...,...,2.82
Panhandle Oil&Gas,PHX,60.66,61.59,60.50,60.86,0.20,0.33,"41,766",68.89,27.27,0.32,0.53,23.77,82.16
Paragon Offshore,PGN,9.21,9.62,9.21,9.51,0.21,2.26,"3,047,662",17.50,9.11,...,...,...,-23.92
Park Electrochemical,PKE,28.04,28.24,27.93,28.12,-0.09,-0.32,"46,502",32.46,24.03,0.40,1.42,...,-2.09
Parker Drilling,PKD,6.14,6.14,5.96,5.99,-0.16,-2.60,"809,293",8.67,5.54,...,...,33.28,-26.32
Parker Hannifin,PH,115.46,118.77,115.12,117.80,2.48,2.15,"1,885,360",130.44,99.75,1.92,1.63,16.85,-8.43
Parkway Properties,PKY,20.88,21.05,20.71,20.94,-0.04,-0.19,"256,003",21.80,15.95,0.75,3.58,...,8.55
Parsley Energy Cl A,PE,20.21,20.44,19.80,20.34,0.02,0.10,"825,996",25.70,19.29,...,...,...,-8.38
Par Technology,PAR,4.07,4.32,4.06,4.17,0.10,2.46,"32,123",5.92,3.75,...,...,...,-23.49
PartnerRe,PRE,108.16,109.21,107.64,108.94,0.06,0.06,"261,362",112.11,85.98,2.68,2.46,5.03,3.33
Paycom Software,PAYC,16.11,16.33,15.42,15.77,-0.42,-2.59,"105,347",17.92,12.28,...,...,1292.62,2.74
PBF Energy,PBF,27.71,28.55,27.71,28.22,0.70,2.54,"1,624,863",32.48,20.59,1.20,4.25,14.06,-10.30
PBF Logistics,PBFX,26.50,26.75,26.38,26.42,-0.18,-0.68,"13,842",29.70,21.12,...,...,...,14.87
Peabody Energy,BTU,16.36,16.71,16.24,16.67,0.27,1.65,"6,237,604",21.28,14.85,0.34,2.04,...,-14.64
Pearson ADS,PSO,18.72,18.78,18.63,18.67,-0.16,-0.85,"121,210",22.40,16.58,0.58,3.09,12.06,-16.65
Pebblebrook Hotel Trust,PEB,38.44,38.85,38.37,38.74,0.18,0.47,"284,896",38.85,25.48,0.92,2.37,79.06,25.94
Pembina Pipeline,PBA,44.41,44.99,44.05,44.94,0.39,0.88,"163,338",44.99,30.36,...,...,36.82,27.56
Pengrowth Energy,PGH,6.18,6.18,6.10,6.15,-0.03,-0.54,"978,107",7.22,5.31,0.44,7.14,...,-0.81
Pennsylvania Real Estate Investment Trust,PEI,20.22,20.39,20.09,20.20,-0.05,-0.25,"281,579",20.40,16.35,0.80,3.96,...,6.43
Penn Virginia,PVA,13.45,13.69,13.24,13.52,0.03,0.22,"1,220,138",18.20,4.65,...,...,...,43.37
Penn West Petroleum,PWE,7.22,7.39,7.21,7.37,0.13,1.80,"1,937,353",11.85,6.97,0.51,6.88,...,-11.84
PennyMac Financial Services Cl A,PFSI,15.43,15.43,15.23,15.35,-0.11,-0.71,"33,359",19.25,13.83,...,...,10.59,-12.54
PennyMac Mortgage Investment Trust,PMT,21.88,21.94,21.66,21.71,-0.15,-0.69,"596,163",24.48,18.91,2.36,10.87,7.54,-5.44
Penske Automotive Group,PAG,47.91,48.23,47.59,48.18,0.27,0.56,"207,841",51.44,37.07,0.80,1.66,16.39,2.16
Pentair,PNR,69.69,70.45,69.69,70.01,0.18,0.26,"1,415,968",83.37,59.89,1.20,1.71,22.51,-9.86
Pep Boys-Manny Moe&Jack,PBY,11.36,11.43,11.23,11.37,-0.04,-0.35,"323,721",14.07,9.72,...,...,126.33,-6.34
Pepco Holdings,POM,27.11,27.38,27.08,27.35,0.17,0.63,"1,146,481",27.92,18.04,1.08,3.95,22.53,42.97
PepsiCo,PEP,91.82,92.44,91.52,92.23,0.37,0.40,"4,491,676",93.09,77.01,2.62,2.84,20.59,11.20
Performance Sports Group,PSG,17.17,17.21,16.91,17.01,-0.21,-1.22,"49,960",17.71,11.02,...,...,28.54,27.36
PerkinElmer,PKI,45.41,45.51,45.06,45.15,-0.45,-0.99,"693,929",48.26,35.71,0.28,0.62,16.01,9.51
Permian Basin Royalty Trust,PBT,14.20,14.20,13.91,14.00,-0.08,-0.57,"268,193",16.27,12.09,1.31,9.38,14.28,8.86
Perrigo,PRGO,149.59,150.75,148.72,149.43,-1.41,-0.93,"581,261",168.39,125.37,0.42,0.28,90.56,-2.63
Petrobras Argentina ADS,PZE,6.35,6.35,6.06,6.10,-0.23,-3.63,"165,238",7.48,4.09,...,...,6.33,9.91
PetroChina ADS,PTR,138.50,139.27,138.36,139.22,-1.31,-0.93,"86,366",141.00,94.75,5.11,3.67,12.17,26.86
Petroleo Brasileiro ADS,PBR,17.36,17.85,17.34,17.68,0.22,1.26,"26,418,101",17.97,10.20,...,...,13.22,28.30
Petroleo Brasileiro ADS A,PBRA,18.47,18.99,18.44,18.84,0.34,1.84,"8,446,816",19.08,10.66,...,...,14.09,28.25
PetroQuest Energy,PQ,6.15,6.17,6.04,6.16,-0.01,-0.16,"549,408",7.82,3.63,...,...,17.89,42.59
Pfizer,PFE,28.83,28.98,28.74,28.89,-0.05,-0.17,"14,082,428",32.96,27.76,1.04,3.60,17.91,-5.68
PG&E,PCG,45.68,46.10,45.56,45.84,0.10,0.22,"2,334,345",48.64,39.42,1.82,3.97,25.75,13.80
PharMerica,PMC,26.27,26.31,25.95,26.23,-0.15,-0.57,"109,797",30.48,11.84,...,...,...,22.00
PHH,PHH,24.14,24.23,23.95,24.07,-0.13,-0.54,"310,687",27.13,20.62,...,...,...,-1.15
Philip Morris International,PM,85.21,85.37,84.60,85.09,-0.29,-0.34,"2,435,856",91.81,75.28,3.76,4.42,16.92,-2.34
Philippine Long Distance Telephone ADS,PHI,74.77,75.03,74.44,74.79,0.37,0.50,"91,769",75.03,56.88,3.17,4.23,20.00,24.48
Phillips 66,PSX,85.99,86.79,85.65,86.60,0.51,0.59,"2,064,274",87.05,55.81,2.00,2.31,13.38,12.28
Phillips 66 Partners,PSXP,73.94,73.94,72.92,73.34,-0.25,-0.34,"98,288",79.92,29.03,1.21,1.65,64.59,93.36
Phoenix,PNX,56.68,58.44,56.54,57.48,0.49,0.86,"31,903",61.54,35.25,...,...,...,-6.38
Phoenix New Media Cl A ADS,FENG,10.66,10.77,10.54,10.56,-0.21,-1.95,"230,101",13.58,8.08,...,...,15.91,9.66
Physicians Realty Trust,DOC,14.34,14.60,14.26,14.59,0.21,1.46,"146,013",14.77,11.00,0.90,6.17,...,14.52
Piedmont Natural Gas,PNY,36.99,37.31,36.94,37.25,0.08,0.22,"152,926",37.86,31.56,1.28,3.44,18.91,12.33
Piedmont Office Realty Trust Cl A,PDM,19.72,19.89,19.61,19.87,0.13,0.66,"721,284",19.89,15.82,0.80,4.03,45.10,20.28
Pier 1 Imports,PIR,16.11,16.30,15.84,16.15,0.04,0.25,"1,625,019",23.98,14.78,0.24,1.49,15.99,-30.03
Pike,PIKE,11.87,11.88,11.87,11.87,-0.01,-0.08,"139,763",11.95,7.92,...,...,37.09,12.30
Pinnacle Entertainment,PNK,23.66,23.85,23.47,23.76,0.05,0.21,"631,211",26.77,20.33,...,...,...,-8.58
Pinnacle Foods,PF,32.10,32.40,32.00,32.16,0.13,0.41,"365,507",35.67,25.00,0.94,2.92,21.58,17.12
Pinnacle West Capital,PNW,54.95,55.13,54.64,55.07,0.11,0.20,"373,458",58.70,51.15,2.27,4.12,15.21,4.06
Pioneer Energy Services,PES,14.89,14.90,14.50,14.75,-0.20,-1.34,"640,507",18.40,6.63,...,...,...,84.14
Pioneer Natural Resources,PXD,203.17,205.39,201.79,204.47,1.30,0.64,"742,821",234.60,163.90,0.08,0.04,...,11.08
Piper Jaffray,PJC,53.62,54.04,53.07,53.63,-0.12,-0.22,"151,623",54.49,31.76,...,...,12.09,35.60
Pitney Bowes,PBI,26.66,26.97,26.66,26.70,0.11,0.40,"2,113,849",28.37,16.18,0.75,2.81,24.05,14.59
Plains All American Pipeline,PAA,58.08,59.13,57.88,58.87,0.61,1.05,"1,357,939",60.60,47.26,2.58,4.38,27.25,13.71
Plains GP Holdings Cl A,PAGP,30.55,30.88,30.42,30.56,0.08,0.26,"418,252",32.58,21.50,0.73,2.40,99.69,14.16
Plantronics,PLT,46.83,47.18,46.62,47.04,-0.07,-0.15,"110,537",49.87,41.14,0.60,1.28,17.36,1.27
Platform Specialty Products,PAH,26.06,26.24,25.79,25.86,-0.41,-1.56,"106,895",28.95,11.75,...,...,...,84.71
Platinum Underwriters Holdings,PTP,61.72,61.87,61.40,61.46,-0.53,-0.85,"170,981",66.57,55.03,0.32,0.52,9.11,0.29
Plum Creek Timber REIT,PCL,41.23,41.44,41.14,41.32,-0.04,-0.10,"784,711",50.08,40.24,1.76,4.26,35.62,-11.16
Ply Gem Holdings,PGEM,10.12,10.26,9.78,10.09,0.20,2.02,"437,711",18.45,8.15,...,...,...,-44.04
PNC Financial Services Group,PNC,82.85,83.60,82.68,83.53,0.55,0.66,"1,454,760",90.00,70.63,1.92,2.30,11.24,7.67
PNC Financial Services Group Wt,PNC%,22.35,22.86,22.35,22.86,0.25,1.09,"19,351",26.45,14.62,...,...,...,28.79
PNM Resources,PNM,25.83,25.91,25.53,25.82,-0.12,-0.46,"378,026",29.94,21.11,0.74,2.87,19.71,7.05
Polaris Industries,PII,149.43,150.08,148.73,149.41,-0.74,-0.49,"332,761",151.59,108.68,1.92,1.29,25.11,2.59
PolyOne,POL,39.87,39.89,39.49,39.68,-0.30,-0.75,"425,584",43.34,26.65,0.32,0.81,34.75,12.25
Polypore International,PPO,43.59,44.08,43.20,44.01,0.21,0.48,"145,959",48.72,29.39,...,...,77.61,13.14
Portland General Electric,POR,33.73,33.96,33.53,33.87,0.11,0.33,"470,984",34.74,27.57,1.12,3.31,15.61,12.15
